Census year,Block ID,CLUE_small_area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total_establishments_in_block
2013,925,Parkville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,927,Parkville,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2013,928,Parkville,0,0,0,9,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,16
2013,929,Parkville,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4
2013,930,Parkville,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4
2013,931,Parkville,0,0,0,15,0,0,0,4,0,2,0,0,0,0,0,0,0,2,1,0,24
2013,932,Parkville,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,4,0,0,13
2013,1001,West Melbourne (Industrial),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
2013,1002,West Melbourne (Industrial),0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4
2013,1004,West Melbourne (Industrial),0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,9
2013,1005,West Melbourne (Industrial),0,0,0,2,0,1,0,2,0,1,0,0,0,1,0,1,0,1,4,2,15
2013,1006,West Melbourne (Industrial),0,0,0,1,1,0,0,1,1,5,0,2,0,1,2,0,8,1,13,172,208
2013,1007,West Melbourne (Industrial),0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12,1,17
2013,1009,West Melbourne (Industrial),0,0,0,2,0,2,0,0,0,1,0,1,1,0,0,0,1,0,5,0,13
2013,1012,North Melbourne,0,1,0,0,1,2,1,3,0,0,0,0,9,2,0,0,1,0,3,4,27
2013,1013,West Melbourne (Industrial),0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5
2013,1014,West Melbourne (Industrial),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,11
2013,1015,West Melbourne (Industrial),0,0,0,1,0,1,1,1,0,0,0,0,2,2,0,0,0,5,1,14,28
2013,1016,Kensington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,1101,Docklands,1,2,0,3,0,0,0,2,0,18,1,1,2,7,2,2,3,108,8,0,160
2013,1102,Docklands,2,2,0,0,31,1,1,0,0,3,1,6,2,5,0,5,0,1,4,0,64
2013,1103,Docklands,1,3,0,7,2,2,1,0,1,23,1,3,0,4,0,2,1,5,0,0,56
2013,1104,Docklands,0,4,0,4,16,0,0,0,1,8,1,1,3,4,0,5,0,3,1,2,53
2013,1105,Docklands,1,2,1,1,6,2,0,0,4,10,3,2,0,3,4,1,0,1,0,2,43
2013,1106,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1107,Docklands,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
2013,1108,Docklands,0,3,0,8,2,2,2,2,7,34,4,2,2,10,1,6,0,6,4,1,96
2013,1109,Docklands,4,12,1,2,39,7,4,1,10,31,6,7,1,10,3,11,0,12,10,7,178
2013,1110,Docklands,0,1,0,5,1,4,1,2,1,22,2,2,1,9,0,1,0,117,0,0,169
2013,1111,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2013,1112,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,5
2013,2381,North Melbourne,0,1,0,0,8,1,2,1,0,1,2,0,1,4,0,0,0,0,2,1,24
2013,2382,North Melbourne,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
2013,2383,North Melbourne,0,0,0,0,1,3,0,1,0,0,1,1,3,1,3,0,0,1,0,2,17
2013,2384,North Melbourne,0,4,1,0,1,0,0,0,1,0,2,0,2,1,0,0,0,2,0,2,16
2013,2385,North Melbourne,0,0,0,1,0,2,1,0,1,1,1,1,1,2,0,0,1,0,2,3,17
2013,2386,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2387,North Melbourne,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,7,14
2013,2388,North Melbourne,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,6
2013,2389,North Melbourne,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
2013,2390,North Melbourne,0,5,0,0,6,3,1,0,0,0,0,1,4,0,0,0,1,2,1,7,31
2013,2391,North Melbourne,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
2013,2392,North Melbourne,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,3,1,0,11
2013,2501,Kensington,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2013,2502,Kensington,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,2503,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,2504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2505,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2506,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,2507,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2508,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2509,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,2510,Kensington,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2013,2511,Kensington,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2013,2512,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,2513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2515,Kensington,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2013,2516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2013,2519,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2520,Kensington,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2013,2521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2013,2522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2523,Kensington,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,7
2013,2524,Kensington,0,1,0,0,0,0,0,0,0,9,3,0,2,6,0,2,0,14,1,0,38
2013,2525,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2013,2527,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,2528,Kensington,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2013,2529,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2530,Kensington,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3
2013,2531,Kensington,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
2013,2532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
2013,2533,Kensington,0,0,0,0,2,1,0,0,0,0,0,0,1,2,1,0,0,1,2,0,10
2013,2534,Kensington,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,6
2013,2535,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2537,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2538,Kensington,0,0,0,0,2,3,1,0,0,0,0,0,2,3,0,0,1,3,0,0,15
2013,2539,Kensington,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,2540,Kensington,0,0,1,1,8,2,0,0,1,1,2,2,5,0,0,0,1,2,4,1,31
2013,2541,Kensington,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3
2013,2542,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2544,Kensington,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4
2013,2545,Kensington,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,6
2013,2546,Kensington,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,5
2013,2547,Kensington,0,0,0,1,4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,10
2011,0,City of Melbourne total,239,724,75,582,2643,284,517,187,914,2238,1025,343,588,1386,287,299,79,2576,346,631,15963
2011,1,Melbourne (CBD),0,2,0,4,1,0,0,1,0,7,0,0,0,4,0,0,0,6,1,0,26
2011,2,Melbourne (CBD),0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
2011,4,Melbourne (CBD),0,0,0,5,0,0,1,0,0,11,1,0,0,4,1,0,0,8,4,0,35
2011,5,Melbourne (CBD),0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,8,0,0,12
2011,6,Melbourne (CBD),0,1,0,6,1,0,0,0,0,15,0,1,0,1,2,2,2,4,3,0,38
2011,11,Melbourne (CBD),5,2,1,0,15,0,0,1,1,7,5,3,1,9,0,1,0,1,4,1,57
2011,12,Melbourne (CBD),3,7,0,2,7,3,6,2,11,20,1,3,0,7,2,1,0,3,2,0,80
2011,13,Melbourne (CBD),0,4,5,2,20,2,3,3,8,6,0,4,0,6,1,3,0,5,1,0,73
2011,14,Melbourne (CBD),3,21,2,1,56,2,8,2,24,27,11,9,2,19,1,9,0,16,0,3,216
2011,15,Melbourne (CBD),4,12,1,48,37,0,12,0,8,36,6,7,36,61,1,1,0,57,0,5,332
2011,16,Melbourne (CBD),2,3,0,5,20,1,2,0,1,12,2,2,2,10,0,4,0,9,0,2,77
2011,17,Melbourne (CBD),1,2,0,3,40,1,5,0,7,25,0,2,2,5,1,3,0,10,0,1,108
2011,18,Melbourne (CBD),3,2,1,2,14,1,0,0,9,11,0,2,1,6,2,1,0,4,2,1,62
2011,21,Melbourne (CBD),2,0,0,0,1,0,0,1,2,4,2,1,1,3,4,1,0,2,2,0,26
2011,22,Melbourne (CBD),1,16,3,3,58,4,0,4,35,12,0,5,5,12,4,3,0,7,6,2,180
2011,23,Melbourne (CBD),2,11,3,3,36,1,5,1,18,12,4,7,0,11,2,4,0,7,0,1,128
2011,24,Melbourne (CBD),0,19,2,2,40,5,8,1,40,17,3,3,3,8,1,6,0,10,4,2,174
2011,25,Melbourne (CBD),3,19,1,4,27,0,23,1,15,32,12,2,14,23,3,2,0,64,1,19,265
2011,26,Melbourne (CBD),1,1,1,1,10,1,0,4,5,11,9,0,0,6,1,0,0,18,1,0,70
2011,27,Melbourne (CBD),1,7,0,1,30,4,1,2,51,14,4,3,3,11,2,1,1,23,0,0,159
2011,28,Melbourne (CBD),1,8,1,1,19,1,2,0,16,15,27,2,3,11,22,5,0,33,2,0,169
2011,31,Melbourne (CBD),0,6,1,2,7,0,0,2,10,29,4,1,1,10,2,1,0,9,2,3,90
2011,32,Melbourne (CBD),2,23,5,0,69,2,3,1,35,20,5,4,1,8,3,6,0,9,4,3,203
2011,33,Melbourne (CBD),3,34,2,0,90,4,10,0,35,30,14,5,0,17,1,6,1,11,4,1,268
2011,34,Melbourne (CBD),2,67,7,1,126,0,18,1,57,21,8,7,19,54,2,6,0,29,2,15,442
2011,35,Melbourne (CBD),2,18,1,8,50,3,15,1,6,39,32,10,105,31,0,4,0,152,1,29,507
2011,36,Melbourne (CBD),3,4,0,1,8,0,2,1,1,8,5,1,3,13,2,1,0,26,1,0,80
2011,37,Melbourne (CBD),3,7,3,0,23,2,1,1,46,8,9,3,5,7,12,13,1,14,1,1,160
2011,38,Melbourne (CBD),1,16,0,1,50,3,5,1,25,22,81,3,15,11,2,4,0,10,2,1,253
2011,41,Melbourne (CBD),3,3,0,0,12,0,1,0,4,8,2,0,0,4,1,1,0,1,3,0,43
2011,42,Melbourne (CBD),0,25,6,3,94,1,7,3,27,18,9,6,4,18,6,3,0,4,4,3,241
2011,43,Melbourne (CBD),2,19,1,0,57,5,6,0,26,19,0,2,3,12,3,4,0,7,3,0,169
2011,44,Melbourne (CBD),2,13,0,0,52,5,6,2,21,31,20,2,8,19,3,14,0,37,2,2,239
2011,45,Melbourne (CBD),1,3,0,3,4,0,4,0,6,27,1,2,5,11,0,2,0,92,0,1,162
2011,46,Melbourne (CBD),0,6,1,3,13,0,3,1,1,26,4,10,0,13,2,3,0,41,0,0,127
2011,47,Melbourne (CBD),3,1,0,0,2,1,3,0,2,25,3,1,1,4,6,1,0,25,2,0,80
2011,48,Melbourne (CBD),2,6,1,2,19,0,1,1,5,25,5,1,1,13,1,4,1,13,1,0,102
2011,51,Melbourne (CBD),2,2,0,2,10,0,2,1,2,14,1,1,2,4,3,2,0,3,2,1,54
2011,52,Melbourne (CBD),0,8,0,1,23,1,3,0,21,28,3,3,0,11,8,4,0,13,2,1,130
2011,53,Melbourne (CBD),4,13,0,0,97,5,6,1,25,23,7,7,4,16,4,4,0,8,2,4,230
2011,54,Melbourne (CBD),0,13,1,2,39,1,6,0,11,28,5,5,5,16,2,1,0,42,1,2,180
2011,55,Melbourne (CBD),2,3,0,1,4,0,0,0,1,10,1,0,0,4,0,1,0,55,0,0,82
2011,56,Melbourne (CBD),0,7,0,4,7,0,4,0,3,38,4,7,4,10,0,1,2,71,0,0,162
2011,57,Melbourne (CBD),1,5,0,2,22,1,8,3,3,46,7,4,1,24,0,6,0,20,0,0,153
2011,58,Melbourne (CBD),3,0,0,1,8,1,1,3,1,33,0,0,4,7,1,0,0,19,1,1,84
2011,61,Melbourne (CBD),3,1,0,0,0,0,1,2,0,8,0,0,0,0,1,0,0,0,0,0,16
2011,62,Melbourne (CBD),0,0,0,0,18,0,2,1,2,11,0,0,0,2,0,0,0,2,0,0,38
2011,63,Melbourne (CBD),0,2,0,0,22,0,2,0,3,10,1,2,0,5,3,2,0,7,0,1,60
2011,64,Melbourne (CBD),1,12,0,3,51,1,6,1,4,29,3,2,0,11,0,1,1,26,2,2,156
2011,65,Melbourne (CBD),2,7,0,0,8,1,2,0,3,16,1,1,0,12,0,1,0,24,1,0,79
2011,66,Melbourne (CBD),1,5,0,0,7,0,6,2,2,47,2,1,0,12,0,0,1,41,0,0,127
2011,67,Melbourne (CBD),4,4,0,5,8,0,3,0,1,39,3,4,0,8,0,1,1,8,1,0,90
2011,68,Melbourne (CBD),4,0,0,2,7,1,1,1,6,11,0,1,0,2,2,2,0,3,0,0,43
2011,71,Melbourne (CBD),1,2,0,0,19,0,0,0,0,1,0,0,1,3,0,0,0,2,0,0,29
2011,72,Melbourne (CBD),0,1,0,0,49,2,3,0,5,29,2,3,0,2,3,1,0,5,0,1,106
2011,73,Melbourne (CBD),0,0,0,0,7,0,2,0,0,3,0,0,0,2,11,0,0,0,0,0,25
2011,74,Melbourne (CBD),0,13,0,1,68,0,7,2,7,19,7,1,3,11,2,6,0,25,1,0,173
2011,76,Melbourne (CBD),0,1,1,3,3,1,0,0,4,39,16,4,1,9,0,3,0,57,2,0,144
2011,77,Melbourne (CBD),2,2,0,1,5,0,2,0,4,8,1,5,0,12,0,2,0,3,1,0,48
2011,78,Melbourne (CBD),1,2,0,1,2,0,0,0,10,24,2,1,2,6,13,4,0,5,0,0,73
2011,81,Melbourne (CBD),2,0,0,0,1,0,7,0,0,7,0,0,0,0,0,0,0,4,0,0,21
2011,82,Melbourne (CBD),0,3,0,0,36,0,3,1,3,10,0,2,1,2,7,3,0,2,2,0,75
2011,83,Melbourne (CBD),0,0,0,2,0,1,1,0,0,3,0,0,0,2,1,0,0,0,0,0,10
2011,84,Melbourne (CBD),0,4,0,1,19,0,4,1,3,12,0,3,2,6,0,1,0,14,0,1,71
2011,85,Melbourne (CBD),0,3,1,2,7,0,2,2,5,75,9,5,2,26,5,2,0,188,2,1,337
2011,86,Melbourne (CBD),0,0,0,1,0,0,0,0,0,1,0,2,0,8,0,0,0,1,0,0,13
2011,87,Melbourne (CBD),2,4,0,0,8,0,3,1,1,14,1,0,0,3,0,4,0,0,0,1,42
2011,88,Melbourne (CBD),0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,6
2011,91,West Melbourne (Residential),0,1,0,0,10,1,1,1,0,4,0,1,0,1,0,1,0,1,0,3,25
2011,92,West Melbourne (Residential),0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,93,Melbourne (CBD),1,1,0,1,10,0,4,0,3,3,0,0,0,4,6,2,0,1,0,2,38
2011,94,Melbourne (CBD),1,2,0,0,11,1,1,0,1,6,0,1,0,5,2,1,1,7,0,0,40
2011,95,Melbourne (CBD),0,3,0,3,19,1,7,0,1,15,9,1,2,8,2,3,2,16,0,1,93
2011,96,Melbourne (CBD),0,1,0,7,0,0,24,0,1,9,3,1,1,3,1,0,0,1,0,0,52
2011,97,Melbourne (CBD),2,2,0,1,5,1,2,0,1,5,1,4,0,5,0,0,1,1,0,0,31
2011,98,Melbourne (CBD),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011,101,West Melbourne (Residential),0,0,0,0,3,0,1,2,1,3,2,0,4,2,0,0,0,0,0,2,20
2011,103,Melbourne (CBD),3,0,0,0,4,2,1,1,2,2,0,0,0,6,0,0,0,0,0,0,21
2011,104,Melbourne (CBD),3,2,0,0,2,0,3,2,1,12,1,1,2,7,0,1,1,6,0,0,44
2011,105,Melbourne (CBD),1,2,0,0,2,0,3,0,0,7,1,3,0,0,1,0,2,3,2,1,28
2011,107,Melbourne (CBD),1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
2011,111,West Melbourne (Residential),1,1,0,2,2,0,0,0,2,0,1,0,0,3,1,0,0,2,0,1,16
2011,113,Melbourne (CBD),0,3,0,1,0,1,0,1,0,23,2,0,4,6,0,0,0,108,18,1,168
2011,114,Melbourne (CBD),2,0,0,2,4,0,3,0,0,11,2,1,0,1,0,1,0,23,2,0,52
2011,115,Melbourne (CBD),4,2,0,1,3,2,3,0,0,6,1,2,0,2,0,2,3,7,0,0,38
2011,116,Melbourne (CBD),0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
2011,125,Melbourne (CBD),0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,4
2011,131,Docklands,1,2,0,0,4,2,0,0,1,6,1,1,0,3,4,1,0,1,3,0,30
2011,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,202,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,203,Carlton,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,6
2011,204,Carlton,1,0,0,0,0,0,1,0,0,3,4,0,0,1,0,0,0,0,0,0,10
2011,205,Carlton,0,1,0,0,0,0,2,0,1,3,6,0,0,0,0,0,0,1,0,0,14
2011,206,Carlton,5,2,0,2,6,1,0,0,1,11,1,1,0,3,0,1,0,17,0,0,51
2011,207,Carlton,0,0,0,0,0,0,0,1,0,8,1,0,0,1,0,0,0,11,0,4,26
2011,208,Carlton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2011,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011,210,Carlton,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2011,212,Carlton,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,0,0,6
2011,213,Carlton,0,0,0,1,0,0,1,1,1,0,2,0,0,2,1,0,0,0,0,0,9
2011,214,Carlton,1,0,0,0,3,0,0,0,0,2,1,0,2,3,0,0,0,4,0,1,17
2011,215,Carlton,1,0,0,1,0,0,0,0,0,4,1,0,0,0,1,1,0,6,1,0,16
2011,216,Carlton,0,0,0,0,1,0,0,0,2,5,0,1,1,6,1,0,0,7,0,1,25
2011,217,Carlton,0,2,0,1,3,1,0,0,0,12,4,2,0,7,0,0,1,32,0,0,65
2011,218,Carlton,2,3,0,2,17,3,3,0,5,16,3,1,3,12,0,0,0,13,0,1,84
2011,219,Carlton,1,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,7
2011,220,Carlton,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,6
2011,221,Carlton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,222,Carlton,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4
2011,223,Carlton,0,0,0,0,4,0,0,0,0,2,1,0,0,3,0,1,0,2,0,0,13
2011,224,Carlton,0,0,0,0,2,0,1,0,1,2,4,0,5,1,0,2,1,5,0,0,24
2011,225,Carlton,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4
2011,226,Carlton,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,11
2011,227,Carlton,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
2011,228,Carlton,0,0,0,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,8
2011,229,Carlton,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,230,Carlton,0,1,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,8
2011,231,Carlton,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2011,232,Carlton,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,5
2011,233,Carlton,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,234,Carlton,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,7
2011,235,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2011,236,Carlton,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
2011,237,Carlton,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,238,Carlton,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2011,239,Carlton,0,0,0,0,4,0,1,1,3,3,22,1,0,0,0,0,0,2,0,1,38
2011,240,Carlton,0,0,0,0,2,0,10,0,0,3,1,0,0,0,0,0,0,0,0,1,17
2011,241,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011,242,Carlton,1,1,0,0,6,0,9,0,1,2,1,1,0,0,0,1,0,0,0,0,23
2011,243,Carlton,3,1,1,0,3,1,9,0,0,4,0,1,0,1,0,0,0,2,1,2,29
2011,244,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011,245,Carlton,0,2,0,0,10,0,4,0,0,9,0,0,1,3,0,2,0,7,0,2,40
2011,246,Carlton,1,0,0,0,3,0,1,0,0,19,2,0,0,1,0,0,0,6,0,2,35
2011,247,Carlton,1,2,0,1,10,4,2,0,2,12,6,0,0,2,4,1,0,3,0,0,50
2011,248,Carlton,5,0,0,0,4,0,1,0,1,1,0,2,0,5,0,0,0,0,0,1,20
2011,249,Carlton,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2011,250,Carlton,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5
2011,251,Carlton,0,0,0,0,2,0,0,0,6,0,3,0,0,6,2,0,0,0,0,1,20
2011,252,Carlton,2,1,0,0,13,0,1,1,4,23,4,0,1,3,0,1,0,4,0,0,58
2011,253,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,254,Carlton,0,0,0,0,5,1,1,0,2,11,1,2,0,6,3,0,0,1,1,1,35
2011,255,Carlton,0,1,0,0,8,2,1,0,2,4,4,0,5,6,1,1,0,3,0,1,39
2011,256,Carlton,0,1,0,0,5,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,12
2011,257,Carlton,1,0,0,0,0,0,2,2,0,4,3,0,3,4,0,0,0,2,0,1,22
2011,258,Carlton,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,7
2011,259,Carlton,0,0,0,0,0,1,2,0,0,1,1,2,0,1,0,0,0,0,0,1,9
2011,260,Carlton,1,2,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,5,1,0,16
2011,261,Carlton,0,0,0,0,4,1,1,0,1,0,0,1,1,4,0,1,0,8,0,1,23
2011,262,Carlton,0,0,0,1,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,8
2011,263,Carlton,1,0,0,0,2,2,1,3,0,1,0,1,0,13,2,0,0,3,0,1,30
2011,264,Carlton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
2011,265,Carlton,2,2,0,0,3,1,5,0,0,7,0,0,1,10,1,1,0,2,0,1,36
2011,266,Carlton,2,0,0,0,4,0,20,0,0,6,0,1,0,3,0,0,0,1,0,0,37
2011,267,Carlton,2,1,0,1,7,2,1,0,2,4,4,2,0,22,0,0,0,2,1,0,51
2011,268,Carlton,0,1,0,0,7,0,0,0,2,1,4,0,0,4,0,0,0,1,0,1,21
2011,269,Carlton,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011,270,Parkville,0,2,0,2,0,0,1,0,3,26,0,1,2,1,0,0,0,11,1,0,50
2011,271,Parkville,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2011,272,Parkville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
